id,Price_euros
1014,2463.8346002338862
845,866.9237249852714
1151,298.07733431395184
1265,1456.4281591186027
573,1084.379871793035
521,1762.0595563295778
316,2819.6279990094063
133,486.7764754229944
1099,4709.800100005804
605,1755.5595374737618
91,1452.0928620689574
59,616.9864345853595
312,270.39424733452233
350,579.6979182480657
240,282.9226314668924
516,987.7356038421335
822,516.1113154457087
987,1876.2070308791006
944,1181.8189547812378
158,1592.7743452242044
310,1596.6468279504843
936,812.1804078767692
157,1362.7524615730133
295,1228.2121686254382
428,1714.6231661424836
181,610.16552183666
297,778.584488614158
630,460.45329497008765
1104,1165.0204523632267
1081,456.9642034791216
22,999.5552044058994
800,1129.9500483159684
468,1760.1811760872154
60,309.20890663795
273,568.6260444751285
170,1732.113020238336
582,980.113056721175
1109,891.5196880246889
145,2752.307681287886
608,601.929853447781
724,704.5454246298681
1210,972.7861243392389
1124,1467.883303395537
183,1822.7936039716226
957,1119.8216243543334
984,1603.3266086384501
384,352.44427422660203
394,2971.800290754576
1227,84.44919612175784
1255,1476.8472827090552
1216,1156.0759961205852
446,913.5398086956585
1089,864.842589225367
337,315.28503615890634
1148,1264.754305231155
1061,679.3709296356091
173,711.7740316516667
612,224.0162302351281
215,938.6684070670282
76,1410.6420414215522
835,1414.735827201644
810,1240.399422142473
160,719.7400695995921
948,1125.5652685302814
1117,1120.4342057552758
1072,1489.0675035404345
641,533.5335661301771
651,2063.753590275727
1240,351.89438534177145
338,2077.6754997176276
673,815.087631308918
299,2587.294353786174
592,1856.7997720483227
357,1180.6338242290499
833,1126.4045836071175
479,962.7624475505478
265,1065.0140579556546
675,363.8583331964279
527,1172.8284712534416
1115,960.6299029342202
889,368.86204589794943
416,1865.817596348485
584,1440.729829689466
1066,655.9165264281185
905,1311.9483667238055
483,1613.905474166409
231,1864.345928971414
237,412.6452185136427
82,2609.8820010749123
684,767.4031338771073
685,577.2811871560411
783,403.42610246374227
87,1410.6420414215522
620,1290.2224915372667
1098,2697.2687738379987
1247,424.673803871573
644,2295.709702050464
1032,1099.8497394576207
679,1078.8963295489302
505,941.8024801348711
621,632.7673562146175
862,410.1904385230142
949,1641.1387738128165
951,1332.5601911915426
184,860.6672853746327
440,1224.4779118499284
585,868.936290864474
1064,637.2953267857906
259,1415.5308947715632
937,1208.9581081636777
383,1070.8889988871997
179,913.2652978058195
143,315.11533725284255
71,737.506178394181
419,1138.0486655681711
746,1714.6231661424836
151,1058.379626528811
858,1154.1380562612799
632,915.9076099186044
920,1789.6631717115865
260,388.06386040197003
1259,1184.6938804867057
62,996.7249229272666
363,1722.504322454704
1037,289.5083716882374
780,1404.3955337089137
954,2035.7464991107693
255,2081.8509612733133
548,1795.619137029872
8,1339.709461215194
908,934.5924749324322
1267,962.7624475505478
75,399.6615852246679
1164,1414.8894461664254
674,640.4395083841194
540,601.9691981194445
705,297.39911341215577
1080,1990.6699222130578
1127,1373.669033538745
764,665.4423134972111
369,675.3769118450863
457,2039.9857308277776
695,1866.0775843025397
108,1043.5248661065511
610,2712.6555064581135
918,1059.5821932541003
806,977.2449265409934
29,654.821625324639
1156,1074.2153821004836
861,3106.283195239559
180,851.3296082066935
27,838.4491572274985
537,1271.4049878982275
41,560.1116197982675
1143,1255.982296010581
819,1033.0361888781642
930,2560.8659381644634
556,559.0176691544797
346,712.8919352718502
250,1387.2349207776292
706,2690.2739725153606
251,472.5633888661539
1087,1425.0927327675367
863,2587.0838333498295
534,1718.637497929371
226,1728.9564292508962
364,1432.6174365481706
463,2180.9980420415186
235,1224.4779118499284
1125,347.80100604887843
552,2108.3384836169716
663,2812.1627498834678
1118,2415.2363603539884
870,563.156822960101
1229,2666.433481041344
1252,1187.9949459949594
97,980.37326357779
432,1093.7654107002672
917,2833.109261806088
386,1785.5940218500646
688,502.40247002815465
1033,2614.1012357369805
1048,630.0337833209844
887,393.45190572121567
513,672.0613148382797
140,1063.0161698725706
727,1086.3316129053278
805,945.4188017166188
962,579.1956081539038
811,1715.6047054212886
1015,1842.8417430886739
238,910.7081793963068
542,976.3789234052173
397,1232.4250917418567
910,335.59429811441225
1029,1298.8117359026655
1163,2086.239780378811
940,1026.9439489681088
1185,1704.4674346078764
761,1756.6119559279473
473,748.8640568619442
438,1603.8758575558618
