id,Price_euros
1014,1938.2584000000002
845,722.1490500000001
1151,356.36250000000035
1265,1397.2280999999996
573,1115.3813666666667
521,1351.9310500000001
316,2629.1581499999993
133,566.5393250000001
1099,3248.2901000000006
605,1993.1168000000002
91,1410.4080500000002
59,539.3842500000003
312,370.70823666666695
350,699.6360099999998
240,490.4742
516,1158.3533541666663
822,653.4108533333334
987,1902.1375125
944,1455.8804333333337
158,1745.0439500000007
310,1756.3713
936,1180.2711249999998
157,1244.05505
295,1317.0373000000004
428,1551.8425000000002
181,553.9677708333332
297,939.9476999999997
630,423.51745000000005
1104,1204.1844
1081,541.9153166666664
22,1173.1429875000001
800,1146.05
468,1894.8890999999985
60,434.2590166666669
273,700.0845499999999
170,1653.4440000000002
582,850.7401500000018
1109,707.6227000000002
145,2893.310000000004
608,580.3618000000001
724,659.4853500000002
1210,1023.322065833333
1124,1221.8185833333334
183,1833.127699999999
957,968.4935000000006
984,1844.4596000000001
384,585.6703158333333
394,2787.0048166666675
1227,338.9090999999999
1255,1364.1891
1216,1260.3399499999996
446,993.4485499999998
1089,957.1437000000001
337,337.62530000000004
1148,1450.768550000001
1061,696.2680499999999
173,864.3974499999999
612,243.1485
215,1165.06875
76,1189.9954483333333
835,1245.664588452381
810,1119.370816666667
160,555.07813
948,1288.1257166666664
1117,1292.1455108333334
1072,1604.195766666667
641,547.8856
651,2381.1845833333336
1240,575.8692999999995
338,2278.0648833333325
673,874.4070750000001
299,2193.2915000000003
592,1800.8919500000002
357,1157.3193500000002
833,1162.8099499999998
479,935.8733500000001
265,823.6411250000002
675,492.81039999999973
527,1188.0860460714275
1115,1085.1747
889,330.66078333333337
416,1162.4831666666657
584,1619.90295
1066,906.4583500000001
905,1194.649775
483,1693.838499999999
231,2063.037499999999
237,489.93610000000007
82,1788.7403333333343
684,546.3547500000001
685,691.4398000000001
783,426.95625000000103
87,1189.9954483333333
620,1220.1852833333332
1098,2088.2700999999997
1247,584.6953999999997
644,2053.605
1032,1182.2394499999998
679,1152.1272124999998
505,632.6514499999998
621,559.646399999999
862,452.1737166666667
949,1664.8055999999995
951,1046.5205533333315
184,906.7130750000002
440,1027.2798166666664
585,908.1966
1064,844.1219783333336
259,1256.8117999999997
937,1191.6932499999998
383,984.93517
179,892.00115
143,365.184
71,708.5770833333332
419,1148.878624404761
746,1551.8425000000002
151,896.9995
858,868.0089999999997
632,664.8715500000002
920,1689.112375
260,427.8725666666671
1259,1272.8321499999997
62,920.4947
363,1316.3080499999999
1037,313.84118333333333
780,1582.1706666666664
954,2455.9622999999997
255,1875.2198
548,1513.6292999999973
8,1143.8610500000002
908,994.6774749999997
1267,935.8733500000001
75,357.8973
1164,1612.06375
674,654.9982000000001
540,737.5719499999999
705,359.21673333333325
1080,2347.29905
1127,1366.5014499999995
764,570.9361500000007
369,653.6561999999998
457,1942.7615000000008
695,1840.1520000000037
108,1070.8872239285708
610,2914.6991333333344
918,1051.657616428571
806,951.803585714286
29,594.3326333333335
1156,1524.6218999999996
861,2018.83105
180,965.7812999999994
27,713.1302000000001
537,1507.671
41,583.6442499999998
1143,1091.4939499999998
819,1077.43385
930,2301.227400000003
556,465.51355
346,477.7581041666666
250,1445.71125
706,2040.811066666669
251,630.9579508333337
1087,1472.4130357142858
863,2052.278150000002
534,2117.5117999999998
226,1379.3322999999996
364,1447.6484333333333
463,1845.2196999999996
235,1027.2798166666664
1125,432.0465833333331
552,2258.8068
663,2519.09115
1118,2323.5615666666667
870,697.6829624999998
1229,1924.9665000000002
1252,1269.8847500000002
97,947.7600000000001
432,1441.8629666666673
917,2953.37925
386,1702.1391999999992
688,595.9425083333333
1033,2058.8837500000004
1048,544.9275333333334
887,458.8270499999999
513,589.547608333333
140,1549.9665833333333
727,1262.715
805,980.1790532142855
962,577.6108499999996
811,1714.3964500000002
1015,1546.651699999996
238,986.2399166666675
542,907.6744216666666
397,1732.4721000000004
910,410.1579
1029,1541.2658000000001
1163,1883.9429833333334
940,820.3101999999999
1185,1590.2858250000002
761,1276.32
473,713.6127499999999
438,1389.7985333333334
487,1054.3392999999996
152,2406.7099999999996
326,1114.0471916666665
1020,339.12998333333337
1200,694.8975499999995
376,602.5403116666666
854,792.576055
733,1804.9730000000022
317,1183.13815
1248,822.1420999999987
586,1473.7755166666661
182,933.3265999999999
257,380.86940000000004
480,1208.6215500000003
714,549.5068333333334
421,1272.357049999999
776,1059.1355166666683
114,835.4037500000002
153,2128.9572999999987
175,1130.9083500000004
892,1671.8001666666667
1236,1045.62045
635,951.3186458333333
771,2213.033750000002
834,1789.5531000000003
708,535.8119499999999
979,523.9604333333332
617,651.2876033333331
551,905.96795
660,1144.1982499999997
1155,2476.612083333333
1128,1105.9951999999998
666,1100.6850999999997
507,912.6043
83,1356.9959833333332
524,994.722225
901,344.17385000000047
1076,555.4054000000016
668,2744.148050000001
817,711.993075
38,898.9225999999995
477,1220.7702833333328
443,1790.1156
751,1371.8905499999998
903,1185.9235948809521
958,2526.5194500000002
880,730.7899500000001
1102,1729.0595999999998
492,1393.3086499999988
88,1149.3987375
146,1493.3792666666673
1003,1015.763375
1004,1846.1772000000003
689,1160.071130119047
1112,542.6047333333331
122,1149.86895
539,1163.728949999998
1049,967.8844000000004
1251,1087.8534
922,806.6590950000002
529,661.8301999999996
298,676.79155
1285,2027.3093166666672
807,1041.9510573809523
279,2031.9332499999996
977,1760.444183333333
756,1064.5001466666677
1135,1582.5996833333331
993,863.0402250000001
1021,549.5068333333334
1180,1226.1103697619042
417,1366.5014499999995
264,1068.4162999999999
1147,354.30865000000006
1299,1440.522175
343,617.1578500000002
1057,2197.679799999997
501,513.2080500000002
719,1636.1766500000003
826,1172.6340500000001
837,889.20715
927,569.1079999999998
508,312.47395
846,658.7573699999997
358,1410.4322
898,679.1409825000004
277,877.3413000000002
461,971.00255
886,772.7280900000001
659,1465.1022500000004
149,1272.357049999999
462,1603.1422666666667
1225,1788.7190000000007
925,486.0139499999992
649,886.7349999999999
989,695.9552499999998
1231,1100.17995
115,495.12611666666686
14,818.9474999999998
912,1201.2063000000007
744,1303.1276999999989
128,1592.8536999999997
294,659.4853500000002
1176,2131.956350000001
820,1684.781433333333
736,1756.3713
224,540.3563500000001
1062,338.8694666666667
896,981.1428
726,1357.6743
211,785.1821249999999
286,322.1510333333333
391,462.91667500000005
21,716.4149999999998
32,1481.1057499999997
86,1949.1972500000008
567,1912.9992833333336
737,942.1174999999997
1105,1524.7169499999998
1266,1253.9945499999997
186,2507.2668333333336
653,1990.2297250000001
371,993.8132
398,1351.5356166666668
816,1790.4656916666668
906,338.8694666666667
1044,572.97585
1073,339.12998333333337
765,935.8733500000001
309,314.29035
702,915.9526
1070,451.64688333333334
935,665.1046999999995
1054,754.0821200000001
865,1941.555500000001
781,1161.883244166666
104,368.93575
545,1050.3072000000006
797,703.2263000000007
779,2228.3669500000005
802,380.35760833333325
1202,1634.8422
287,841.9571999999998
1036,725.8410916666664
334,699.0350825000003
459,1236.5942499999999
6,1237.1026166666668
1150,1256.69735
587,1044.9952799999992
1281,1247.7059033333337
857,548.7292333333332
496,1848.9817583333331
655,1143.500070119047
975,522.1630499999999
1123,923.4684833333333
304,1442.8591999999999
1295,499.45265
777,1653.8156833333335
514,316.3036666666667
1242,2137.773350000001
1204,543.0894333333333
831,1511.2656607142856
278,1502.0980499999998
1217,619.8405000000001
81,705.2065500000016
385,1608.5019
77,900.89905
991,583.0608658333332
618,472.2132999999986
285,1398.4539000000002
93,923.4684833333333
875,1091.32255
206,340.6666238095238
758,1161.883244166666
1209,1119.8198500000003
445,457.9912499999999
195,616.6500500000005
1188,1059.1355166666683
502,1161.883244166666
1278,371.3826
90,1161.8675357142859
900,369.33515
725,2111.506500000002
1279,586.3273299999998
1162,1152.3065107142859
1286,1694.74015
336,489.3042999999995
885,456.6883291666667
1246,1690.9586333333336
