ID,SeriousDlqin2yrs
129460,0.5904807488336461
134018,0.21655077987993587
86523,0.19261466239747232
138466,0.14476471660794896
143905,0.1378876529473053
118893,0.9119253395920268
124587,0.1378876529473053
136337,0.5237671028550861
16700,0.22523709268553552
57857,0.47357535146031443
15734,0.19558274466146083
108865,0.18689564502923584
70643,0.24676936387459653
63937,0.2182307653135566
45630,0.8891815936570806
134,0.1921091463261423
19051,0.14387906764727595
70017,0.18561558587703916
141425,0.20017969072605488
54428,0.2212051381092422
22909,0.5200083790743918
50665,0.5722292942538448
14452,0.17926208143768677
25646,0.6071827535844775
7670,0.8401817218756151
58203,0.15795433487131644
34957,0.2121726646137934
12339,0.18806823704702377
57387,0.2230359198272809
135184,0.1649975128035747
67705,0.5834296533466565
88706,0.15387699250314482
50761,0.14442908648163502
128898,0.7989855008528776
141806,0.8634982311613811
26485,0.20940956260352572
35726,0.5844167368143733
7684,0.23108214404245164
110249,0.15649408713104832
93798,0.8940735289756095
15352,0.3746912424979747
124345,0.45298394987397805
114161,0.1521254445774899
134264,0.5751381438225437
25722,0.16842897494982303
80217,0.1371635511393724
39434,0.2469460239191033
148053,0.26133276576366954
36794,0.14899919225097166
36180,0.20221765759584115
111180,0.43028783181637353
109175,0.33017827908541547
89108,0.18061105488013682
102313,0.17762617698404654
1237,0.7244564978688566
115697,0.6883805990846706
117088,0.5319992581725166
32708,0.203396662209267
56470,0.4847017745193194
32678,0.25531720288496057
7520,0.1994086718338316
19850,0.8728772476191344
59381,0.19414139638625216
72715,0.5385834574707088
120597,0.6065892213996515
64821,0.5344377902188314
85756,0.60220831471606
87380,0.5536266049480777
4468,0.5570316749330491
117685,0.20844972691629632
14303,0.2928095246031404
137190,0.1787332873233055
16530,0.22089547451311378
87639,0.2286731787324665
52576,0.20661315555759896
51230,0.5158241919501528
8197,0.6109540237120156
8926,0.16489303020161375
12082,0.22650546835881694
36469,0.2331450332104675
71537,0.5846782829565308
143473,0.4490711721782495
40512,0.5372651624932547
142333,0.1635470521629892
122859,0.20195356502840556
123494,0.9266501001265444
11783,0.2079240083057775
93815,0.48706980957444557
34965,0.3845705860802863
28589,0.6633006629160172
4382,0.22679004484166643
103120,0.22179312653953015
